Sentence	Request
CalEnergy says Edison owes it about 140 million for energy sold since November.	0
A company spokesman, Jay Lawrence, said CalEnergy was going ahead with its suit despite Davis' proposal.	0
We've had promises before, he said.	0
In other developments: * A federal judge in Sacramento on Wednesday ordered Reliant Energy of Houston, a major producer, to continue selling power to California during emergencies, despite the company's argument that it may not be fully reimbursed.	0
The order will remain in effect for 60 days or until the U.S. Federal Energy Regulatory Commission decides a related case.	0
* Connell said the state budget surplus has shrunk to 3.2 billion because the state has spent roughly 2.8 billion on electricity.	0
She criticized the administration for withholding basic information about state finances, and said she will begin an audit on Monday of the Department of Water Resources, which is responsible for purchasing power.	0
Davis' aides said Connell took her action because the Democratic governor endorsed one of Connell's foes this week in the race for Los Angeles mayor, former Assembly Speaker Antonio Villaraigosa.	0
A Connell aide scoffed at the notion.	0
* Sen. Dianne Feinstein D-Calif. said she never has had a response from President Bush after writing him last month for an appointment to discuss the California energy crisis.	0
In a wide-ranging lunch talk with reporters in Washington, she deplored the fact that huge, huge profits are being made in the California crisis, and said an appropriate federal role would be to guarantee a reliable source of power until the state can get nine new generators online.	0
* Times staff writers Mitchell Landsberg in Los Angeles and Robert L. Jackson in Washington contributed to this report.	0
BEGIN TEXT OF INFOBOX / INFOGRAPHIC Power Points Daily Developments * Wholesale electricity suppliers overcharged by about 5.5 billion between May and last month, and that money should be refunded to taxpayers and utilities, according to a Cal-ISO report.	0
* The state may have to buy most of its power for summer on the costly spot market, which could drive consumers' bills up, a Davis administration report concludes.	0
* State Controller Kathleen Connell said she will block a request by the Davis administration for 5.6 billion for state purchases of electricity.	0
Verbatim We owe the people the truth about how difficult this summer is going to be.	0
Debra Bowen D-Marina del Rey , Senate Energy Committee chairwoman CPUC Must Address Rates In QF Repayment Order - SoCal Ed 03/21/2001 Dow Jones Energy Service Copyright c 2001, Dow Jones & Company, Inc. LOS ANGELES - Dow Jones - Any order from the California Public Utilities Commission requiring utilities to pay small, independent generators going forward must determine how that could be done within the existing rate structure, a spokesman for Edison International EIX utility Southern California Edison said Wednesday.	0
The utility was responding to a PUC proposed decision that would require utilities to pay small generators, called qualifying facilities, 79 a megawatt hour within 15 days of electricity delivery.	0
The decision will be voted March 27 by the CPUC.	0
We're still reviewing the decision and should have more to say in a day or two.	0
To the extent that the commission orders us to pay going forward of course we will.	0
But it needs to address how we will pay the QFs, a SoCal Edison spokesman said.	0
SoCal Edison and PG&E Corp. PCG unit Pacific Gas & Electric Co. are struggling under nearly 13 billion in uncollected power costs due to an inability to pass high wholesale power costs to customers under a rate freeze.	0
Gray Davis Tuesday blasted the utilities for not having paid their QF bills in full since December.	0
Pacific Gas & Electric Co. has made some partial payments to QFs, but SoCal Edison has paid nothing.	0
